,id,calculatedfinishedsquarefeet,bedroomcnt,bathroomcnt,taxvaluedollarcnt
1565,43604,3382.0,4.0,4.0,812290.0
1566,43605,2884.0,4.0,3.0,746000.0
1567,43606,1829.0,3.0,4.0,1962923.0
1568,43607,1598.0,2.0,3.0,757580.0
1569,43608,1328.0,3.0,3.0,498424.0
1570,43609,1642.0,3.0,3.0,648790.0
1571,43610,1798.0,4.0,2.0,316017.0
1572,43611,3482.0,4.0,3.0,249342.0
1573,43612,2012.0,3.0,3.0,771997.0
1574,43613,1679.0,3.0,2.5,463000.0
1575,43614,1783.0,4.0,2.5,445000.0
1576,43615,12086.0,6.0,7.5,3631311.0
1577,43616,1910.0,3.0,2.0,548151.0
1578,43617,3113.0,5.0,4.0,708758.0
1579,43618,1390.0,3.0,2.5,239782.0
1580,43619,4834.0,6.0,5.5,1197265.0
1581,43620,2623.0,3.0,2.5,714000.0
1582,43621,2895.0,5.0,4.0,719000.0
1583,43622,3619.0,3.0,3.0,775000.0
1584,43623,2844.0,4.0,3.5,381970.0
1585,43624,2787.0,5.0,3.0,522000.0
1586,43625,3387.0,4.0,3.5,921000.0
1587,43626,3243.0,3.0,2.5,584416.0
1588,43627,3243.0,4.0,2.5,713000.0
1589,43628,5875.0,5.0,5.5,2236504.0
1590,43629,2625.0,4.0,3.0,467197.0
1591,43630,664.0,1.0,1.0,279192.0
1592,43632,3006.0,4.0,3.0,511905.0
1593,43633,2362.0,3.0,3.0,595430.0
1594,43634,4758.0,4.0,5.0,743293.0
1595,43635,2862.0,4.0,3.0,661154.0
1596,43636,1333.0,2.0,3.0,865800.0
1597,43637,787.0,1.0,1.0,522853.0
1598,43638,1298.0,2.0,2.0,604791.0
1599,43639,1166.0,2.0,3.0,351123.0
1600,43641,2237.0,3.0,2.5,548610.0
1601,43642,2807.0,3.0,2.0,941092.0
1602,43643,2628.0,4.0,3.5,813406.0
1603,43644,2192.0,4.0,2.5,304172.0
1604,43645,1998.0,3.0,3.0,585423.0
1605,43646,1714.0,3.0,2.5,522316.0
1606,43647,1215.0,2.0,2.5,445635.0
1607,43648,2922.0,4.0,3.5,439148.0
1608,43649,2738.0,4.0,3.0,799548.0
1609,43650,2111.0,3.0,2.5,621406.0
1610,43651,3466.0,5.0,3.5,1055000.0
1611,43652,4116.0,4.0,4.5,2474927.0
1612,43653,2595.0,4.0,2.5,1439393.0
1613,43654,3214.0,3.0,2.5,1853696.0
1614,43655,2997.0,3.0,3.5,1024070.0
1615,43656,3597.0,4.0,4.0,1224728.0
1616,43657,2414.0,4.0,3.0,736056.0
1617,43658,3043.0,3.0,3.0,2086782.0
1618,43659,,0.0,0.0,40815.0
1619,43660,,0.0,0.0,43498.0
1620,43661,,0.0,0.0,39014.0
1621,43662,,0.0,0.0,24918.0
1622,43663,,0.0,0.0,38364.0
1623,43664,1713.0,2.0,2.0,701644.0
1624,43665,2004.0,3.0,3.0,665745.0
1625,43666,1694.0,3.0,2.5,447784.0
1626,43667,1383.0,2.0,2.0,483594.0
1627,43668,1904.0,3.0,2.5,577330.0
1628,43669,1455.0,2.0,2.5,411682.0
1629,43670,3525.0,4.0,4.0,767000.0
1630,43671,2180.0,2.0,1.0,249300.0
1631,43672,1356.0,3.0,1.0,89170.0
1632,43673,4162.0,5.0,4.5,933000.0
1633,43674,1371.0,3.0,2.5,189155.0
1634,43675,1371.0,3.0,2.5,198054.0
1635,43676,1844.0,3.0,2.5,365280.0
1636,43677,1844.0,3.0,2.5,400484.0
1637,43678,4360.0,5.0,4.5,871216.0
1638,43679,4014.0,5.0,4.5,844559.0
1639,43680,1807.0,3.0,2.0,561000.0
1640,43681,1613.0,2.0,3.0,671374.0
1641,43682,1026.0,2.0,2.0,286479.0
1642,43683,2333.0,3.0,3.0,1214888.0
1643,43684,3918.0,4.0,4.5,2051583.0
1644,43685,1855.0,3.0,3.0,436894.0
1645,43686,2324.0,3.0,3.0,383078.0
1646,43687,1438.0,2.0,3.0,491877.0
1647,43688,1080.0,3.0,2.0,7584.0
1648,43689,1845.0,3.0,3.0,600000.0
1649,43690,1845.0,3.0,3.0,536000.0
1650,43691,1845.0,3.0,3.0,472161.0
1651,43692,1946.0,3.0,3.0,468103.0
1652,43693,3120.0,5.0,3.0,667288.0
1653,43697,1697.0,3.0,3.0,409091.0
1654,43699,3851.0,5.0,4.0,614000.0
1655,43700,1022.0,2.0,2.0,258000.0
1656,43703,2192.0,4.0,3.0,90118.0
1657,43704,2192.0,4.0,3.0,350813.0
1658,43705,2278.0,4.0,2.0,312000.0
1659,43706,2278.0,4.0,2.0,305000.0
1660,43707,2328.0,3.0,3.0,151513.0
1661,43708,2843.0,4.0,3.0,223355.0
1662,43709,2640.0,4.0,3.0,604000.0
1663,43710,1856.0,3.0,2.0,392542.0
1664,43712,1611.0,3.0,3.0,719701.0
1665,43713,1824.0,3.0,3.0,683347.0
1666,43714,1747.0,3.0,3.0,745846.0
1667,43715,2202.0,2.0,3.0,719666.0
1668,43717,1571.0,2.0,3.0,743439.0
1669,43718,1497.0,2.0,2.0,937746.0
1670,43719,4080.0,2.0,3.0,2106072.0
1671,43720,2702.0,4.0,3.0,612524.0
1672,43721,2390.0,5.0,3.0,845428.0
1673,43722,6883.0,5.0,6.0,3213135.0
1674,43723,961.0,2.0,2.0,271949.0
1675,43724,807.0,1.0,1.0,354300.0
1676,43727,1135.0,2.0,2.0,270000.0
1677,43728,1831.0,4.0,3.0,402942.0
1678,43729,1374.0,3.0,3.0,375000.0
1679,43730,3135.0,4.0,4.0,1291200.0
1680,43731,1939.0,3.0,3.0,785000.0
1681,43732,1679.0,3.0,2.0,479207.0
1682,43733,880.0,1.0,1.0,170200.0
1683,43735,2847.0,3.0,4.0,941566.0
1684,43736,2265.0,5.0,3.0,610550.0
1685,43737,3447.0,5.0,4.0,913725.0
1686,43738,2677.0,4.0,3.0,670940.0
1687,43739,2493.0,3.0,3.0,697783.0
1688,43740,3861.0,6.0,4.5,811851.0
1689,43741,4157.0,4.0,5.5,1515435.0
1690,43742,5834.0,5.0,5.5,2071069.0
1691,43743,5047.0,6.0,5.5,1867037.0
1692,43744,3733.0,4.0,4.5,1035534.0
1693,43745,4392.0,5.0,4.5,1236000.0
1694,43746,1657.0,3.0,2.5,598000.0
1695,43747,2334.0,4.0,3.0,807123.0
1696,43748,4550.0,5.0,4.5,2674964.0
1697,43749,5910.0,5.0,5.5,4036115.0
1698,43750,3117.0,4.0,3.5,1962441.0
1699,43751,7858.0,4.0,7.5,7029394.0
1700,43752,2514.0,4.0,2.5,905066.0
1701,43753,4951.0,6.0,6.5,1404318.0
1702,43754,3147.0,4.0,3.0,724159.0
1703,43755,2234.0,3.0,2.5,586171.0
1704,43756,2327.0,4.0,2.5,548290.0
1705,43757,4201.0,5.0,4.5,915592.0
1706,43758,2134.0,4.0,2.5,587732.0
1707,43759,1856.0,3.0,2.5,619302.0
1708,43760,,0.0,0.0,12992.0
1709,43761,,0.0,0.0,48527.0
1710,43762,,0.0,0.0,54267.0
1711,43763,1232.0,2.0,2.5,414012.0
1712,43764,1631.0,3.0,3.5,579000.0
1713,43765,1748.0,3.0,2.5,524510.0
1714,43766,1298.0,3.0,2.0,232138.0
1715,43767,1668.0,3.0,2.5,482243.0
1716,43768,1658.0,2.0,2.5,450457.0
1717,43769,1801.0,3.0,2.5,461196.0
1718,43770,1268.0,2.0,2.0,455552.0
1719,43771,1391.0,2.0,2.0,477361.0
1720,43772,1775.0,3.0,3.5,649103.0
1721,43773,1500.0,3.0,2.5,545696.0
1722,43774,1375.0,3.0,3.0,233427.0
1723,43775,1502.0,3.0,2.5,106398.0
1724,43776,3055.0,4.0,3.0,1229133.0
1725,43777,1594.0,2.0,2.5,448340.0
1726,43778,1567.0,2.0,3.0,606975.0
1727,43780,2389.0,4.0,3.0,641809.0
1728,43781,1936.0,3.0,3.0,459000.0
1729,43782,1750.0,4.0,3.0,812136.0
1730,43783,1726.0,2.0,3.0,1543179.0
1731,43784,1745.0,3.0,3.0,1150000.0
1732,43785,2002.0,3.0,3.0,696596.0
1733,43786,1197.0,2.0,2.0,288000.0
1734,43787,1330.0,3.0,3.0,377000.0
1735,43788,1120.0,2.0,2.0,323000.0
1736,43791,1578.0,2.0,2.5,475000.0
1737,43792,,0.0,0.0,21553.0
1738,43793,1597.0,3.0,2.5,505000.0
1739,43794,1043.0,2.0,2.0,296000.0
1740,43795,924.0,3.0,2.0,84254.0
1741,43796,3096.0,3.0,3.0,276804.0
1742,43797,2430.0,3.0,2.5,624378.0
1743,43798,2155.0,4.0,2.5,535489.0
1744,43799,2509.0,3.0,3.5,963472.0
1745,43800,,0.0,0.0,21638.0
1746,43801,1534.0,3.0,2.5,605936.0
1747,43802,,0.0,0.0,21553.0
1748,43803,,0.0,0.0,5053.0
1749,43804,648.0,1.0,1.0,328000.0
1750,43805,,0.0,0.0,21553.0
1751,43806,2319.0,3.0,3.5,557838.0
1752,43807,1958.0,3.0,3.5,553311.0
1753,43808,1670.0,2.0,2.5,729442.0
1754,43809,2305.0,3.0,3.5,1118605.0
1755,43810,1075.0,2.0,3.0,539503.0
1756,43811,3786.0,4.0,4.5,1253833.0
1757,43812,2121.0,3.0,3.0,614880.0
1758,43813,1784.0,3.0,2.5,537000.0
1759,43814,1456.0,3.0,2.0,635000.0
1760,43815,2121.0,3.0,3.0,754170.0
1761,43816,1683.0,3.0,3.0,584020.0
1762,43817,10090.0,5.0,7.0,7961794.0
1763,43818,2444.0,3.0,2.5,850000.0
1764,43819,4996.0,6.0,5.0,1720000.0
1765,43820,1768.0,3.0,2.5,797000.0
1766,43821,2599.0,4.0,2.5,494231.0
1767,43822,746.0,1.0,1.0,370566.0
1768,43823,2583.0,4.0,3.0,852810.0
1769,43824,2416.0,4.0,4.0,851875.0
1770,43825,1595.0,3.0,3.5,600000.0
1771,43826,1919.0,2.0,3.5,456253.0
1772,43827,1782.0,3.0,2.5,584000.0
1773,43829,3432.0,4.0,4.5,1188000.0
1774,43830,9981.0,5.0,6.5,7463509.0
1775,43831,3759.0,5.0,4.5,1066000.0
1776,43832,1567.0,3.0,2.5,436000.0
1777,43833,1101.0,2.0,2.0,404994.0
1778,43834,4976.0,4.0,3.5,767551.0
1779,43835,890.0,1.0,1.0,354322.0
1780,43836,3119.0,3.0,3.5,832182.0
1781,43837,3143.0,2.0,3.5,1394953.0
1782,43838,3220.0,3.0,4.0,590443.0
1783,43839,5078.0,4.0,6.0,1718000.0
1784,43840,1808.0,3.0,3.0,684369.0
1785,43841,1403.0,3.0,2.5,609000.0
1786,43842,2566.0,4.0,3.0,831429.0
1787,43843,2633.0,5.0,4.0,667000.0
1788,43844,868.0,1.0,1.0,270564.0
1789,43845,3447.0,5.0,4.0,505832.0
1790,43846,3152.0,4.0,3.0,340700.0
1791,43847,5969.0,6.0,7.0,1915738.0
1792,43848,2106.0,3.0,3.0,164458.0
1793,43849,4188.0,4.0,4.0,957000.0
1794,43850,2286.0,3.0,3.0,205285.0
1795,43853,1918.0,3.0,4.0,1709418.0
1796,43854,1765.0,3.0,3.0,572959.0
1797,43855,1526.0,3.0,2.0,912492.0
1798,43856,1861.0,4.0,3.0,362000.0
1799,43857,2690.0,3.0,3.0,196289.0
1800,43858,2558.0,3.0,5.0,675000.0
1801,43859,1536.0,3.0,2.0,242462.0
1802,43860,1639.0,3.0,2.0,125363.0
1803,43861,1056.0,3.0,2.0,106217.0
1804,43862,3801.0,4.0,3.0,318100.0
1805,43863,3801.0,4.0,3.0,316300.0
1806,43864,960.0,2.0,2.0,117800.0
1807,43865,2109.0,4.0,3.0,257500.0
1808,43866,2790.0,4.0,3.0,183877.0
1809,43867,1852.0,3.0,2.0,285600.0
1810,43868,3356.0,5.0,4.0,1400000.0
1811,43869,2602.0,2.0,4.0,960503.0
1812,43870,2684.0,4.0,4.0,1015873.0
1813,43871,3448.0,3.0,5.0,977655.0
1814,43872,1352.0,3.0,2.0,400000.0
1815,43873,3274.0,5.0,4.0,466854.0
1816,43874,3064.0,5.0,3.0,299498.0
1817,43877,2850.0,4.0,3.0,251463.0
1818,43878,3146.0,5.0,4.0,316212.0
1819,43879,1658.0,3.0,2.0,442702.0
1820,43880,3039.0,4.0,3.0,456881.0
1821,43881,3568.0,3.0,3.0,604791.0
1822,43882,2432.0,4.0,2.0,636448.0
1823,43883,5620.0,5.0,5.0,2354987.0
1824,43885,2733.0,4.0,3.0,205521.0
1825,43886,2523.0,3.0,3.0,253705.0
1826,43888,1819.0,2.0,3.0,751284.0
1827,43889,1100.0,2.0,2.0,474522.0
1828,43890,1235.0,2.0,3.0,498686.0
1829,43891,1519.0,2.0,2.0,806179.0
1830,43893,1268.0,3.0,2.0,308440.0
1831,43894,1584.0,4.0,3.0,459000.0
1832,43895,2548.0,3.0,3.0,260000.0
1833,43896,2294.0,3.0,4.0,1145000.0
1834,43897,2073.0,3.0,3.0,496000.0
1835,43898,1592.0,2.0,3.0,564364.0
1836,43899,1110.0,2.0,2.0,562646.0
1837,43900,1335.0,3.0,3.0,501800.0
1838,43901,400.0,0.0,0.0,10389.0
1839,43902,1906.0,3.0,3.0,182006.0
1840,43903,2303.0,4.0,3.0,280000.0
1841,43904,2974.0,6.0,4.0,320000.0
1842,43905,2240.0,3.0,3.0,1495000.0
1843,43906,1348.0,4.0,2.0,212574.0
1844,43907,1951.0,0.0,1.0,366882.0
1845,43908,1004.0,3.0,1.0,121878.0
1846,43909,2171.0,4.0,3.0,582000.0
1847,43910,2171.0,4.0,3.0,598000.0
1848,43911,1690.0,4.0,4.0,357552.0
1849,43912,6511.0,7.0,5.0,2433505.0
1850,43913,1929.0,4.0,3.0,486780.0
1851,43914,670.0,1.0,1.0,159154.0
1852,43915,1097.0,2.0,2.0,113501.0
1853,43916,948.0,2.0,2.0,446709.0
1854,43917,920.0,2.0,2.0,294404.0
1855,43918,2369.0,5.0,3.0,675000.0
1856,43919,670.0,1.0,1.0,173159.0
1857,43920,1900.0,4.0,1.0,86480.0
1858,43921,3227.0,5.0,4.0,286000.0
1859,43922,3864.0,6.0,5.0,1215152.0
1860,43923,1344.0,4.0,2.0,315465.0
1861,43924,1736.0,4.0,2.0,525000.0
1862,43925,2158.0,5.0,3.0,275000.0
1863,43926,2529.0,4.0,3.0,168606.0
1864,43927,1163.0,2.0,2.0,519000.0
1865,43928,1206.0,3.0,3.0,187239.0
1866,43929,5924.0,6.0,6.0,1583993.0
1867,43931,3518.0,5.0,4.0,669000.0
1868,43933,1796.0,5.0,2.0,125934.0
1869,43934,3148.0,4.0,3.0,970461.0
1870,43935,3209.0,5.0,3.0,249697.0
1871,43936,3101.0,4.0,3.0,316871.0
1872,43937,2756.0,4.0,3.0,222920.0
1873,43938,3233.0,3.0,3.0,324880.0
1874,43939,3754.0,5.0,4.0,305309.0
1875,43941,920.0,2.0,3.0,336000.0
1876,43942,1700.0,4.0,4.0,445000.0
1877,43943,1690.0,4.0,4.0,432852.0
1878,43944,1536.0,3.0,3.0,376000.0
1879,43945,1180.0,3.0,2.0,403000.0
1880,43947,3019.0,4.0,3.0,569542.0
1881,43948,2640.0,4.0,3.0,313000.0
1882,43949,1290.0,2.0,3.0,675000.0
1883,43950,1230.0,2.0,3.0,420000.0
1884,43951,960.0,2.0,2.0,238378.0
1885,43952,1440.0,3.0,3.0,80150.0
1886,43953,2671.0,4.0,3.0,295125.0
1887,43954,2724.0,4.0,3.0,217461.0
1888,43955,1021.0,2.0,1.0,176486.0
1889,43956,650.0,1.0,1.0,352000.0
1890,43957,1310.0,2.0,3.0,375000.0
1891,43958,1580.0,4.0,4.0,428000.0
1892,43959,1680.0,4.0,4.0,444000.0
1893,43960,1360.0,3.0,2.0,163555.0
1894,43961,1180.0,2.0,2.0,141747.0
1895,43962,890.0,2.0,2.0,229000.0
1896,43964,900.0,2.0,2.0,131003.0
1897,43965,670.0,1.0,1.0,370565.0
1898,43966,1168.0,3.0,1.0,355000.0
1899,43968,1550.0,1.0,2.0,514000.0
1900,43969,600.0,1.0,1.0,309000.0
1901,43970,2460.0,4.0,3.0,832913.0
1902,43971,1814.0,3.0,2.5,257985.0
1903,43972,1874.0,3.0,3.0,364027.0
1904,43973,1825.0,3.0,2.5,507000.0
1905,43974,2548.0,4.0,3.0,407928.0
1906,43975,1887.0,3.0,2.5,553000.0
1907,43976,2049.0,3.0,2.0,642029.0
1908,43977,1458.0,3.0,2.0,326838.0
1909,43978,1908.0,4.0,2.0,528120.0
1910,43979,1752.0,2.0,2.5,457000.0
1911,43980,1752.0,3.0,3.5,407928.0
1912,43981,2984.0,4.0,3.0,761000.0
1913,43982,1036.0,2.0,2.0,348000.0
1914,43983,1894.0,3.0,2.5,307590.0
1915,43984,1373.0,2.0,2.0,412000.0
1916,43985,3973.0,4.0,4.5,841000.0
1917,43986,3198.0,5.0,4.0,860502.0
1918,43987,644.0,1.0,1.0,190818.0
1919,43988,1053.0,2.0,2.0,383000.0
1920,43989,2084.0,3.0,2.5,584000.0
1921,43990,2837.0,5.0,3.0,937969.0
1922,43991,1760.0,3.0,2.5,584420.0
1923,43992,10937.0,3.0,5.0,7424446.0
1924,43993,2042.0,3.0,2.5,884000.0
1925,43994,3371.0,4.0,3.5,1081280.0
1926,43995,4130.0,4.0,4.0,1370587.0
1927,43996,2627.0,4.0,2.5,722963.0
1928,43997,2701.0,4.0,3.0,806181.0
1929,43998,,0.0,0.0,74148.0
1930,43999,,0.0,0.0,10942.0
1931,44000,,0.0,0.0,55646.0
1932,44001,,0.0,0.0,7520.0
1933,44002,,0.0,0.0,10642.0
1934,44003,,0.0,0.0,265000.0
1935,44004,1088.0,2.0,2.0,377969.0
1936,44005,1703.0,3.0,2.5,755805.0
1937,44006,1951.0,3.0,2.5,727000.0
1938,44007,2429.0,4.0,3.5,906092.0
1939,44008,1691.0,3.0,2.5,724874.0
1940,44009,2379.0,4.0,3.5,716201.0
1941,44010,1330.0,2.0,2.0,688629.0
1942,44011,1987.0,3.0,2.5,693000.0
1943,44012,1252.0,2.0,2.0,351000.0
1944,44013,976.0,2.0,2.0,332000.0
1945,44014,2029.0,2.0,3.0,518991.0
1946,44016,1636.0,3.0,3.5,362433.0
1947,44017,4094.0,5.0,5.5,881410.0
1948,44018,2023.0,3.0,3.5,615000.0
1949,44019,3211.0,5.0,4.0,757500.0
1950,44020,1000.0,2.0,2.0,176838.0
1951,44021,3054.0,4.0,3.0,670998.0
1952,44022,2871.0,4.0,3.5,725000.0
1953,44023,2302.0,3.0,3.5,404000.0
1954,44024,1670.0,3.0,2.5,344000.0
1955,44025,1544.0,3.0,2.0,46395.0
1956,44026,1712.0,3.0,2.0,464734.0
1957,44027,3010.0,3.0,2.5,998066.0
1958,44028,3816.0,4.0,3.5,1243680.0
1959,44029,2381.0,4.0,3.0,694431.0
1960,44031,2330.0,4.0,3.0,816582.0
1961,44032,1941.0,4.0,3.0,654160.0
1962,44033,1386.0,3.0,2.0,51703.0
1963,44034,3019.0,4.0,3.0,596122.0
1964,44036,1280.0,3.0,3.0,384000.0
1965,44037,3363.0,5.0,3.0,689252.0
1966,44039,2130.0,3.0,3.0,935000.0
1967,44041,1761.0,3.0,3.0,935169.0
1968,44042,1450.0,2.0,3.0,346956.0
1969,44043,490.0,1.0,1.0,68965.0
1970,44044,630.0,0.0,1.0,270000.0
1971,44045,761.0,2.0,1.0,568100.0
1972,44046,1190.0,2.0,3.0,206680.0
1973,44047,1570.0,3.0,3.0,688925.0
1974,44048,630.0,0.0,1.0,270000.0
1975,44049,1360.0,3.0,2.0,447000.0
1976,44050,3293.0,5.0,3.0,288157.0
1977,44051,2124.0,2.0,2.0,225000.0
1978,44052,1881.0,4.0,3.0,431316.0
1979,44053,3293.0,5.0,3.0,286000.0
1980,44054,3427.0,3.0,2.0,396000.0
1981,44055,2099.0,4.0,3.5,282940.0
1982,44056,990.0,2.0,2.0,259000.0
1983,44057,4064.0,6.0,5.0,270564.0
1984,44058,1596.0,2.0,2.5,503000.0
1985,44059,3835.0,4.0,4.0,1587000.0
1986,44060,1818.0,3.0,3.0,313182.0
1987,44061,3195.0,5.0,3.0,310000.0
1988,44062,760.0,2.0,1.0,236000.0
1989,44063,4135.0,5.0,4.5,1921000.0
1990,44064,3850.0,5.0,3.5,1250000.0
1991,44065,2894.0,5.0,3.0,189319.0
1992,44066,1310.0,2.0,2.0,565664.0
1993,44067,2078.0,4.0,3.0,383343.0
1994,44068,950.0,2.0,2.0,171887.0
1995,44069,3350.0,5.0,4.0,1287000.0
1996,44070,2109.0,4.0,3.0,164354.0
1997,44071,1972.0,3.0,3.0,485227.0
1998,44072,3529.0,6.0,4.0,394000.0
1999,44073,990.0,1.0,1.0,328919.0
2000,44074,4613.0,5.0,6.0,1269000.0
2001,44075,1400.0,3.0,3.0,300864.0
2002,44076,2552.0,4.0,4.0,708760.0
2003,44077,1790.0,3.0,3.0,599721.0
2004,44078,1060.0,0.0,1.0,227272.0
2005,44079,1647.0,3.0,2.0,294421.0
2006,44080,1722.0,3.0,2.0,156032.0
2007,44081,1020.0,2.0,2.0,260385.0
2008,44082,2200.0,3.0,4.0,985500.0
2009,44083,790.0,1.0,1.0,348475.0
2010,44084,4088.0,4.0,3.0,415900.0
2011,44085,1650.0,2.0,3.0,457967.0
2012,44086,1350.0,2.0,2.0,610000.0
2013,44087,920.0,2.0,2.0,310761.0
2014,44088,940.0,3.0,2.0,304584.0
2015,44089,1090.0,2.0,2.0,222816.0
2016,44090,7328.0,6.0,6.0,2600000.0
2017,44092,1760.0,3.0,2.0,300000.0
2018,44093,1232.0,3.0,2.0,117927.0
2019,44094,1030.0,2.0,2.0,326631.0
2020,44095,4131.0,5.0,4.0,301492.0
2021,44097,3851.0,5.0,3.0,327671.0
2022,44098,2815.0,4.0,3.0,276400.0
2023,44099,1100.0,2.0,2.0,219038.0
2024,44100,3664.0,5.0,4.0,500000.0
2025,44101,1726.0,4.0,3.0,581000.0
2026,44102,4644.0,4.0,5.0,1908214.0
2027,44103,2224.0,3.0,3.0,269000.0
2028,44104,910.0,1.0,1.0,196289.0
2029,44105,1953.0,3.0,2.0,221000.0
2030,44106,590.0,1.0,1.0,111303.0
2031,44107,670.0,1.0,1.0,285021.0
2032,44108,3847.0,6.0,4.0,366000.0
2033,44109,2670.0,4.0,3.0,220308.0
2034,44110,60.0,0.0,0.0,11534.0
2035,44111,1080.0,2.0,2.0,408009.0
2036,44112,,0.0,0.0,56006.0
2037,44113,984.0,2.0,2.0,211040.0
2038,44114,1679.0,3.0,2.5,563000.0
2039,44115,,0.0,0.0,9323.0
2040,44116,1349.0,1.0,1.5,686000.0
2041,44117,492.0,1.0,1.0,108225.0
2042,44118,2486.0,4.0,3.5,889000.0
2043,44119,1623.0,3.0,2.5,296466.0
2044,44120,1321.0,2.0,2.0,487320.0
2045,44121,1977.0,3.0,2.5,591893.0
2046,44122,1632.0,2.0,2.5,323616.0
2047,44123,1066.0,2.0,2.0,299860.0
2048,44124,,0.0,0.0,8236.0
2049,44125,2401.0,4.0,3.0,452109.0
2050,44126,680.0,1.0,1.0,240969.0
2051,44127,2040.0,3.0,2.5,2328917.0
2052,44128,1832.0,3.0,2.5,538477.0
2053,44129,957.0,1.0,1.5,348929.0
2054,44130,1596.0,2.0,2.5,428574.0
2055,44132,980.0,2.0,2.0,405548.0
2056,44133,1681.0,3.0,2.0,62796.0
2057,44134,1415.0,4.0,3.0,219026.0
2058,44135,1410.0,2.0,3.0,615000.0
2059,44136,1880.0,2.0,3.0,552016.0
2060,44137,550.0,1.0,1.0,410000.0
2061,44138,2050.0,4.0,3.0,428400.0
2062,44139,2280.0,6.0,4.0,327000.0
2063,44140,2679.0,3.0,3.0,685000.0
2064,44141,1270.0,2.0,3.0,249342.0
2065,44142,2050.0,4.0,3.0,324674.0
2066,44143,1672.0,3.0,3.0,239860.0
2067,44144,1350.0,2.0,3.0,609149.0
2068,44146,780.0,0.0,1.0,399441.0
2069,44147,1643.0,3.0,2.5,341000.0
2070,44148,1643.0,3.0,2.5,341000.0
2071,44149,3906.0,3.0,3.0,840605.0
2072,44151,1270.0,1.0,2.0,436159.0
2073,44152,1899.0,3.0,3.0,400434.0
2074,44153,1457.0,3.0,3.0,362435.0
2075,44154,1850.0,3.0,3.0,415000.0
2076,44155,1637.0,2.0,3.0,810341.0
2077,44156,2573.0,3.0,3.0,237012.0
2078,44157,1700.0,2.0,2.0,645000.0
2079,44158,2189.0,4.0,2.0,176973.0
2080,44159,980.0,1.0,1.0,781434.0
2081,44160,3429.0,4.0,3.5,556036.0
2082,44161,1759.0,3.0,2.5,400484.0
2083,44162,1690.0,3.0,3.0,395000.0
2084,44163,1884.0,4.0,3.0,489516.0
2085,44164,2228.0,3.0,4.0,857956.0
2086,44165,1560.0,3.0,3.0,700000.0
2087,44166,1350.0,2.0,2.0,556080.0
2088,44167,1791.0,3.0,3.0,1087043.0
2089,44168,2986.0,3.0,3.0,261070.0
2090,44170,1666.0,3.0,2.0,865806.0
2091,44171,2080.0,4.0,4.0,612000.0
2092,44172,1450.0,3.0,2.0,191000.0
2093,44173,800.0,1.0,1.0,95000.0
2094,44174,3233.0,3.0,5.0,758920.0
2095,44176,2131.0,3.0,2.0,360449.0
2096,44177,1290.0,2.0,2.0,585000.0
2097,44178,3242.0,5.0,5.0,293000.0
2098,44179,7348.0,5.0,5.0,1385285.0
2099,44180,550.0,1.0,1.0,358630.0
2100,44181,1590.0,3.0,3.0,434000.0
2101,44182,1200.0,2.0,2.0,147370.0
2102,44183,2240.0,4.0,4.0,589915.0
2103,44184,880.0,2.0,2.0,335031.0
2104,44185,3116.0,4.0,3.0,382500.0
2105,44187,1850.0,3.0,4.0,416700.0
2106,44188,850.0,2.0,2.0,275000.0
2107,44189,1680.0,2.0,3.0,661874.0
2108,44190,3120.0,5.0,3.0,686000.0
2109,44191,1510.0,2.0,2.0,574095.0
2110,44192,1200.0,2.0,2.0,147370.0
2111,44193,2837.0,5.0,3.0,309000.0
2112,44194,2228.0,3.0,4.0,965329.0
2113,44196,810.0,2.0,2.0,131567.0
2114,44197,1290.0,2.0,2.0,578264.0
2115,44198,1360.0,3.0,3.0,534000.0
2116,44199,1020.0,2.0,2.0,89461.0
2117,44200,1750.0,1.0,2.0,1500000.0
2118,44201,1410.0,2.0,3.0,192571.0
2119,44202,721.0,0.0,1.0,398679.0
2120,44203,520.0,0.0,1.0,203049.0
2121,44204,520.0,0.0,1.0,203049.0
2122,44205,4129.0,4.0,5.0,1666678.0
2123,44206,2617.0,2.0,2.0,841700.0
2124,44207,3776.0,5.0,4.0,428000.0
2125,44210,2400.0,2.0,3.0,953924.0
2126,44211,1130.0,0.0,1.0,572459.0
2127,44212,678.0,1.0,1.0,270000.0
2128,44213,2806.0,3.0,3.0,189392.0
2129,44214,1000.0,2.0,3.0,602507.0
2130,44215,1150.0,0.0,2.0,644683.0
2131,44216,1562.0,3.0,3.0,621000.0
2132,44217,4281.0,4.0,5.0,2247000.0
2133,44218,1042.0,2.0,2.0,322554.0
2134,44219,770.0,1.0,1.0,361319.0
2135,44220,1838.0,4.0,2.0,42432.0
2136,44221,1130.0,2.0,2.0,359588.0
2137,44222,950.0,2.0,3.0,198682.0
2138,44223,1509.0,2.0,3.0,550652.0
2139,44224,1350.0,2.0,2.0,283679.0
2140,44225,1670.0,3.0,4.0,267657.0
2141,44226,2891.0,4.0,4.0,757831.0
2142,44227,690.0,2.0,2.0,179959.0
2143,44228,1617.0,1.0,2.0,298482.0
2144,44229,1616.0,3.0,3.0,316228.0
2145,44230,1055.0,2.0,3.0,235883.0
2146,44231,2848.0,3.0,3.0,983756.0
2147,44232,1777.0,2.0,3.0,936208.0
2148,44233,2038.0,3.0,2.5,405314.0
